Stock,yr,ct,bt
Mars_jap_EChinaSea,1984,4400.176179,1.002644826
Mars_jap_EChinaSea,1985,4750.703728,1.084849095
Mars_jap_EChinaSea,1986,4677.225587,0.904603839
Mars_jap_EChinaSea,1987,5455.358101,0.710432331
Mars_jap_EChinaSea,1988,5395.04751,0.764885448
Mars_jap_EChinaSea,1989,5977.175784,0.825008231
Mars_jap_EChinaSea,1990,4404.319433,0.959038743
Mars_jap_EChinaSea,1991,3693.744598,0.942931079
Mars_jap_EChinaSea,1992,4773.656449,0.662227337
Mars_jap_EChinaSea,1993,3829.026885,0.713020714
Mars_jap_EChinaSea,1994,4731.216916,0.953854087
Mars_jap_EChinaSea,1995,4240.147959,0.901197095
Mars_jap_EChinaSea,1996,4451.201845,0.877164928
Mars_jap_EChinaSea,1997,6033.512408,0.75940987
Mars_jap_EChinaSea,1998,3862.84101,0.738310097
Mars_jap_EChinaSea,1999,7274.445386,0.512502022
Mars_jap_EChinaSea,2000,11441.92574,0.409669361
Mars_jap_EChinaSea,2001,6282.821633,0.345616242
Mars_jap_EChinaSea,2002,2256.788677,0.335420067
Mars_jap_EChinaSea,2003,1291.838493,0.319331084
Mars_jap_EChinaSea,2004,1732.89102,0.38994358
Mars_jap_EChinaSea,2005,1198.152725,0.305140827
Mars_jap_EChinaSea,2006,1297.87559,0.249941357
Mars_jap_EChinaSea,2007,988.7001813,NA
Mars_jap_EChinaSea,2008,945.6360047,NA
Mars_jap_EChinaSea,2009,924.804177,NA
Mars_jap_EChinaSea,2010,1292.806831,NA
Mars_jap_EChinaSea,2011,1277.973448,NA
Mars_jap_EChinaSea,2012,1435.77793,NA
Mars_jap_EChinaSea,2013,1420.84753,NA
Mars_jap_EChinaSea,2014,1534.411068,NA
Mars_jap_EChinaSea,2015,1126.23918,NA
Mars_jap_EChinaSea,2016,1042.729983,NA
Mars_jap_EChinaSea,2017,903.6624652,NA
Mars_jap_EChinaSea,2018,815.5268849,NA
Mars_jap_SChina,1950,19.0457085,NA
Mars_jap_SChina,1951,42.6842317,NA
Mars_jap_SChina,1952,86.47741796,NA
Mars_jap_SChina,1953,46.09863559,NA
Mars_jap_SChina,1954,30.31611234,NA
Mars_jap_SChina,1955,37.1350722,NA
Mars_jap_SChina,1956,43.16539099,NA
Mars_jap_SChina,1957,167.4632545,NA
Mars_jap_SChina,1958,479.4712487,NA
Mars_jap_SChina,1959,480.8761627,NA
Mars_jap_SChina,1960,1547.997267,NA
Mars_jap_SChina,1961,471.2979325,NA
Mars_jap_SChina,1962,435.8642284,NA
Mars_jap_SChina,1963,1075.844971,NA
Mars_jap_SChina,1964,887.5141119,NA
Mars_jap_SChina,1965,1432.566733,NA
Mars_jap_SChina,1966,2114.61224,NA
Mars_jap_SChina,1967,2524.600247,NA
Mars_jap_SChina,1968,2975.136401,NA
Mars_jap_SChina,1969,3620.538371,NA
Mars_jap_SChina,1970,2877.28939,NA
Mars_jap_SChina,1971,4398.71423,NA
Mars_jap_SChina,1972,4190.612743,NA
Mars_jap_SChina,1973,4547.442423,NA
Mars_jap_SChina,1974,4755.791221,3.43
Mars_jap_SChina,1975,6047.639428,3
Mars_jap_SChina,1976,5056.00497,4.25
Mars_jap_SChina,1977,4226.168326,NA
Mars_jap_SChina,1978,5491.238148,NA
Mars_jap_SChina,1979,3887.987679,NA
Mars_jap_SChina,1980,4594.229382,NA
Mars_jap_SChina,1981,3548.52741,NA
Mars_jap_SChina,1982,6013.709123,NA
Mars_jap_SChina,1983,8507.174895,NA
Mars_jap_SChina,1984,6748.506436,NA
Mars_jap_SChina,1985,7315.819497,1.255
Mars_jap_SChina,1986,7202.415582,2.62
Mars_jap_SChina,1987,8306.125914,1.2
Mars_jap_SChina,1988,8086.805189,NA
Mars_jap_SChina,1989,9068.694669,NA
Mars_jap_SChina,1990,6655.826951,NA
Mars_jap_SChina,1991,5534.543461,1.4
Mars_jap_SChina,1992,7099.086718,2
Mars_jap_SChina,1993,5689.645455,1.4
Mars_jap_SChina,1994,6985.272473,NA
Mars_jap_SChina,1995,6273.287041,1.5
Mars_jap_SChina,1996,6521.707897,NA
Mars_jap_SChina,1997,8863.005921,NA
Mars_jap_SChina,1998,5698.06137,NA
Mars_jap_SChina,1999,10725.95084,NA
Mars_jap_SChina,2000,16791.11045,NA
Mars_jap_SChina,2001,9217.729194,NA
Mars_jap_SChina,2002,3351.331299,NA
Mars_jap_SChina,2003,1996.042549,NA
Mars_jap_SChina,2004,2642.504585,NA
Mars_jap_SChina,2005,1846.917088,NA
Mars_jap_SChina,2006,2000.168164,NA
Mars_jap_SChina,2007,1515.029758,NA
Mars_jap_SChina,2008,1441.071568,NA
Mars_jap_SChina,2009,1389.905191,NA
Mars_jap_SChina,2010,1936.434554,NA
Mars_jap_SChina,2011,1854.801155,NA
Mars_jap_SChina,2012,2075.514945,NA
Mars_jap_SChina,2013,2030.183332,NA
Mars_jap_SChina,2014,2215.888184,NA
Mars_jap_SChina,2015,1580.819301,NA
Mars_jap_SChina,2016,1439.628215,NA
Mars_jap_SChina,2017,1232.665028,NA
Mars_jap_SChina,2018,1119.183469,NA
meg.27.7b-k8abd,1984,18828,89291.7774455418
meg.27.7b-k8abd,1985,19597,92032.1971519441
meg.27.7b-k8abd,1986,21248.309,90242.749278304
meg.27.7b-k8abd,1987,18819.391,94097.5998055107
meg.27.7b-k8abd,1988,19302.34,81548.6058137699
meg.27.7b-k8abd,1989,21814.675,71169.7448143297
meg.27.7b-k8abd,1990,17654.393,67282.5229188927
meg.27.7b-k8abd,1991,18376.151,70593.1212367327
meg.27.7b-k8abd,1992,18588.088,71479.0939278466
meg.27.7b-k8abd,1993,18036.99,72184.3136900408
meg.27.7b-k8abd,1994,16384.4635,70343.4986365029
meg.27.7b-k8abd,1995,19068.34304,76061.5786692722
meg.27.7b-k8abd,1996,18134.97286,67618.0785946132
meg.27.7b-k8abd,1997,17296.0974978302,76998.7325467876
meg.27.7b-k8abd,1998,19715.75706,79162.5317979844
meg.27.7b-k8abd,1999,16601.4819663742,67469.7613482078
meg.27.7b-k8abd,2000,16901.4999278175,71035.0852648701
meg.27.7b-k8abd,2001,18039.6032268346,76745.1778824336
meg.27.7b-k8abd,2002,18800.3899614624,69159.8991504361
meg.27.7b-k8abd,2003,19719.3020121905,64119.4437841634
meg.27.7b-k8abd,2004,20601.5488683868,57433.9790498906
meg.27.7b-k8abd,2005,16163.0057175947,55187.8760588742
meg.27.7b-k8abd,2006,15787.7114906052,55914.0724302676
meg.27.7b-k8abd,2007,16092.4306467375,62488.2108836053
meg.27.7b-k8abd,2008,13908.2739746671,66333.7685110776
meg.27.7b-k8abd,2009,18341.5394679307,79457.06644324
meg.27.7b-k8abd,2010,20444.0882169955,70275.495986003
meg.27.7b-k8abd,2011,17412.7360803476,61873.5693851574
meg.27.7b-k8abd,2012,18137.034887598,60760.5841063385
meg.27.7b-k8abd,2013,20909.7764915858,69811.4106986952
meg.27.7b-k8abd,2014,15846.1621594929,83827.8696608675
meg.27.7b-k8abd,2015,13075.72368,77006.1482304984
meg.27.8c9a,1986,705,2586
meg.27.8c9a,1987,536.9,2307
meg.27.8c9a,1988,858.5,2535
meg.27.8c9a,1989,761.4,2663
meg.27.8c9a,1990,1021.7,2854
meg.27.8c9a,1991,654.7,1745
meg.27.8c9a,1992,558.1,1708
meg.27.8c9a,1993,421.1,1520
meg.27.8c9a,1994,492.13,1271
meg.27.8c9a,1995,257.73922,1276
meg.27.8c9a,1996,372.70596,1595
meg.27.8c9a,1997,408.102142973565,1499
meg.27.8c9a,1998,482.063,1415
meg.27.8c9a,1999,386.136354243445,1148
meg.27.8c9a,2000,287.933203,1137
meg.27.8c9a,2001,193.316584,859
meg.27.8c9a,2002,136.614025,798
meg.27.8c9a,2003,148.43641,916
meg.27.8c9a,2004,159.438203,892
meg.27.8c9a,2005,165.942356,894
meg.27.8c9a,2006,225.9865955,862
meg.27.8c9a,2007,155.3965856,801
meg.27.8c9a,2008,143.7060878,666
meg.27.8c9a,2009,94.340012115,675
meg.27.8c9a,2010,87.882694714,883
meg.27.8c9a,2011,371.0021730324,1204
meg.27.8c9a,2012,292.870018646,1146
meg.27.8c9a,2013,249.532890425,1069
meg.27.8c9a,2014,399.3958816,1072
meg.27.8c9a,2015,297.09408433,1017
Mela_aeg_SGrandBanks,1960,36470.88376,NA
Mela_aeg_SGrandBanks,1961,47146.13956,NA
Mela_aeg_SGrandBanks,1962,24935.78499,NA
Mela_aeg_SGrandBanks,1963,26074.75285,NA
Mela_aeg_SGrandBanks,1964,32183.72438,NA
Mela_aeg_SGrandBanks,1965,47255.07297,NA
Mela_aeg_SGrandBanks,1966,50133.03606,NA
Mela_aeg_SGrandBanks,1967,66163.8912,NA
Mela_aeg_SGrandBanks,1968,60420.16747,NA
Mela_aeg_SGrandBanks,1969,53173.44122,NA
Mela_aeg_SGrandBanks,1970,53429.98585,NA
Mela_aeg_SGrandBanks,1971,55522.50199,NA
Mela_aeg_SGrandBanks,1972,51092.16897,NA
Mela_aeg_SGrandBanks,1973,39448.18901,NA
Mela_aeg_SGrandBanks,1974,34755.39295,NA
Mela_aeg_SGrandBanks,1975,26595.25413,NA
Mela_aeg_SGrandBanks,1976,21589.93391,NA
Mela_aeg_SGrandBanks,1977,22602.85015,NA
Mela_aeg_SGrandBanks,1978,20846.11927,NA
Mela_aeg_SGrandBanks,1979,13312.05226,NA
Mela_aeg_SGrandBanks,1980,23099.80953,NA
Mela_aeg_SGrandBanks,1981,14725.42096,NA
Mela_aeg_SGrandBanks,1982,9962.659433,NA
Mela_aeg_SGrandBanks,1983,9032.292169,NA
Mela_aeg_SGrandBanks,1984,9761.486827,NA
Mela_aeg_SGrandBanks,1985,12966.63656,NA
Mela_aeg_SGrandBanks,1986,13949.26783,NA
Mela_aeg_SGrandBanks,1987,12683.619,NA
Mela_aeg_SGrandBanks,1988,10787.62154,NA
Mela_aeg_SGrandBanks,1989,7970.985872,NA
Mela_aeg_SGrandBanks,1990,7081.153663,NA
Mela_aeg_SGrandBanks,1991,7359.492619,NA
Mela_aeg_SGrandBanks,1992,6357.102813,NA
Mela_aeg_SGrandBanks,1993,5983.467325,NA
Mela_aeg_SGrandBanks,1994,2839.032464,NA
Mela_aeg_SGrandBanks,1995,1539.759446,NA
Mela_aeg_SGrandBanks,1996,2547.242942,3090
Mela_aeg_SGrandBanks,1997,1678.941705,4580
Mela_aeg_SGrandBanks,1998,3413.716642,5060
Mela_aeg_SGrandBanks,1999,2186.946218,19100
Mela_aeg_SGrandBanks,2000,3645.275971,16400
Mela_aeg_SGrandBanks,2001,4152.035374,9650
Mela_aeg_SGrandBanks,2002,4634.309803,7150
Mela_aeg_SGrandBanks,2003,4662.24782,3710
Mela_aeg_SGrandBanks,2004,4523.15146,7180
Mela_aeg_SGrandBanks,2005,5208.571917,2860
Mela_aeg_SGrandBanks,2006,3781.19096,11000
Mela_aeg_SGrandBanks,2007,2823.040616,19300
Mela_aeg_SGrandBanks,2008,3194.36679,15300
Mela_aeg_SGrandBanks,2009,3120.387126,25800
Mela_aeg_SGrandBanks,2010,226.3632711,19100
Mela_aeg_SGrandBanks,2011,338.1575685,11200
Mela_aeg_SGrandBanks,2012,399.2020927,14600
Mela_aeg_SGrandBanks,2013,665.4520298,16400
Mela_aeg_SGrandBanks,2014,1055.158463,NA
Mela_aeg_SGrandBanks,2015,789.4771915,NA
Mela_aeg_SGrandBanks,2016,948.0031309,NA
Mela_aeg_SGrandBanks,2017,700.1739113,NA
Mela_aeg_SGrandBanks,2018,261.5456548,NA
Mela_aeg_StLawrence,1960,18900.08605,NA
Mela_aeg_StLawrence,1961,19847.79548,NA
Mela_aeg_StLawrence,1962,19074.72642,NA
Mela_aeg_StLawrence,1963,23442.30634,NA
Mela_aeg_StLawrence,1964,24656.14762,NA
Mela_aeg_StLawrence,1965,27851.02922,NA
Mela_aeg_StLawrence,1966,30636.24853,NA
Mela_aeg_StLawrence,1967,29232.94229,NA
Mela_aeg_StLawrence,1968,35180.25084,NA
Mela_aeg_StLawrence,1969,29526.90677,NA
Mela_aeg_StLawrence,1970,27261.30618,71849
Mela_aeg_StLawrence,1971,29268.84298,52895
Mela_aeg_StLawrence,1972,23519.00718,47012
Mela_aeg_StLawrence,1973,23405.33495,40683
Mela_aeg_StLawrence,1974,17126.10899,43198
Mela_aeg_StLawrence,1975,16200.63025,54311
Mela_aeg_StLawrence,1976,16278.92333,62900
Mela_aeg_StLawrence,1977,11650.39046,71990
Mela_aeg_StLawrence,1978,16168.48223,90532
Mela_aeg_StLawrence,1979,9916.725667,88172
Mela_aeg_StLawrence,1980,14203.99149,86653
Mela_aeg_StLawrence,1981,14138.98624,86537
Mela_aeg_StLawrence,1982,12397.05535,79841
Mela_aeg_StLawrence,1983,10172.89066,67898
Mela_aeg_StLawrence,1984,10061.37368,57171
Mela_aeg_StLawrence,1985,10590.76069,51217
Mela_aeg_StLawrence,1986,13633.84997,47207
Mela_aeg_StLawrence,1987,10029.48564,41248
Mela_aeg_StLawrence,1988,11214.96049,36026
Mela_aeg_StLawrence,1989,9827.966939,32225
Mela_aeg_StLawrence,1990,7981.179906,36130
Mela_aeg_StLawrence,1991,7442.534009,42401
Mela_aeg_StLawrence,1992,9375.117775,40884
Mela_aeg_StLawrence,1993,4067.844332,34093
Mela_aeg_StLawrence,1994,2753.008574,36487
Mela_aeg_StLawrence,1995,2906.48053,45845
Mela_aeg_StLawrence,1996,2036.032701,49423
Mela_aeg_StLawrence,1997,1846.877837,45427
Mela_aeg_StLawrence,1998,1657.52962,46035
Mela_aeg_StLawrence,1999,1900.438097,41158
Mela_aeg_StLawrence,2000,1735.89021,54120
Mela_aeg_StLawrence,2001,2072.015438,65023
Mela_aeg_StLawrence,2002,1582.242822,59990
Mela_aeg_StLawrence,2003,1725.447805,63188
Mela_aeg_StLawrence,2004,1812.396645,57725
Mela_aeg_StLawrence,2005,2137.651426,52291
Mela_aeg_StLawrence,2006,2311.96361,NA
Mela_aeg_StLawrence,2007,2360.401845,NA
Mela_aeg_StLawrence,2008,2123.415777,NA
Mela_aeg_StLawrence,2009,3502.724283,NA
Mela_aeg_StLawrence,2010,179.6017728,NA
Mela_aeg_StLawrence,2011,17.73798978,NA
Mela_aeg_StLawrence,2012,36.18194166,NA
Mela_aeg_StLawrence,2013,243.1380696,NA
Mela_aeg_StLawrence,2014,33.57968463,NA
Mela_aeg_StLawrence,2015,393.5319629,NA
Mela_aeg_StLawrence,2016,23.76494757,NA
Mela_aeg_StLawrence,2017,1126.50794,NA
Mela_aeg_StLawrence,2018,161.9982385,NA
Meli_lat_ArnhemBonaparteExmouth,1950,456.2555591,NA
Meli_lat_ArnhemBonaparteExmouth,1951,467.6029119,NA
Meli_lat_ArnhemBonaparteExmouth,1952,498.0382557,NA
Meli_lat_ArnhemBonaparteExmouth,1953,531.2018879,NA
Meli_lat_ArnhemBonaparteExmouth,1954,569.1585239,NA
Meli_lat_ArnhemBonaparteExmouth,1955,621.5649003,NA
Meli_lat_ArnhemBonaparteExmouth,1956,602.4721259,NA
Meli_lat_ArnhemBonaparteExmouth,1957,630.3507898,NA
Meli_lat_ArnhemBonaparteExmouth,1958,579.7724213,NA
Meli_lat_ArnhemBonaparteExmouth,1959,595.2379675,NA
Meli_lat_ArnhemBonaparteExmouth,1960,632.4457112,NA
Meli_lat_ArnhemBonaparteExmouth,1961,640.4310529,NA
Meli_lat_ArnhemBonaparteExmouth,1962,689.9087222,NA
Meli_lat_ArnhemBonaparteExmouth,1963,748.6500546,NA
Meli_lat_ArnhemBonaparteExmouth,1964,730.6058998,NA
Meli_lat_ArnhemBonaparteExmouth,1965,775.4594078,NA
Meli_lat_ArnhemBonaparteExmouth,1966,910.8763694,NA
Meli_lat_ArnhemBonaparteExmouth,1967,1006.014427,NA
Meli_lat_ArnhemBonaparteExmouth,1968,976.9590527,NA
Meli_lat_ArnhemBonaparteExmouth,1969,903.368877,NA
Meli_lat_ArnhemBonaparteExmouth,1970,942.3059588,NA
Meli_lat_ArnhemBonaparteExmouth,1971,1031.058579,NA
Meli_lat_ArnhemBonaparteExmouth,1972,1057.804562,NA
Meli_lat_ArnhemBonaparteExmouth,1973,1079.841466,NA
Meli_lat_ArnhemBonaparteExmouth,1974,1182.184948,NA
Meli_lat_ArnhemBonaparteExmouth,1975,1243.278243,NA
Meli_lat_ArnhemBonaparteExmouth,1976,1300.329499,NA
Meli_lat_ArnhemBonaparteExmouth,1977,1373.373297,NA
Meli_lat_ArnhemBonaparteExmouth,1978,1490.42122,NA
Meli_lat_ArnhemBonaparteExmouth,1979,1498.842663,NA
Meli_lat_ArnhemBonaparteExmouth,1980,1504.40571,NA
Meli_lat_ArnhemBonaparteExmouth,1981,1485.596338,NA
Meli_lat_ArnhemBonaparteExmouth,1982,1593.386061,NA
Meli_lat_ArnhemBonaparteExmouth,1983,1697.430444,NA
Meli_lat_ArnhemBonaparteExmouth,1984,1807.338981,NA
Meli_lat_ArnhemBonaparteExmouth,1985,1837.688389,NA
Meli_lat_ArnhemBonaparteExmouth,1986,1785.000778,NA
Meli_lat_ArnhemBonaparteExmouth,1987,1925.909075,NA
Meli_lat_ArnhemBonaparteExmouth,1988,2055.754634,NA
Meli_lat_ArnhemBonaparteExmouth,1989,2015.24528,NA
Meli_lat_ArnhemBonaparteExmouth,1990,2022.052033,NA
Meli_lat_ArnhemBonaparteExmouth,1991,2221.955567,0.040046296
Meli_lat_ArnhemBonaparteExmouth,1992,2622.698055,0.022651223
Meli_lat_ArnhemBonaparteExmouth,1993,2199.673373,0.034853471
Meli_lat_ArnhemBonaparteExmouth,1994,2107.827053,0.023220974
Meli_lat_ArnhemBonaparteExmouth,1995,2045.515664,0.021567343
Meli_lat_ArnhemBonaparteExmouth,1996,1851.140863,0.025658648
Meli_lat_ArnhemBonaparteExmouth,1997,1840.005511,0.019101124
Meli_lat_ArnhemBonaparteExmouth,1998,1706.268218,0.042945585
Meli_lat_ArnhemBonaparteExmouth,1999,1566.379053,0.028888889
Meli_lat_ArnhemBonaparteExmouth,2000,1624.813736,0.025669782
Meli_lat_ArnhemBonaparteExmouth,2001,1364.660355,0.022441376
Meli_lat_ArnhemBonaparteExmouth,2002,1434.346423,0.03016092
Meli_lat_ArnhemBonaparteExmouth,2003,1677.335798,0.017730496
Meli_lat_ArnhemBonaparteExmouth,2004,1663.894451,0.014789272
Meli_lat_ArnhemBonaparteExmouth,2005,1590.942942,0.014857143
Meli_lat_ArnhemBonaparteExmouth,2006,1264.630504,0.032727273
Meli_lat_ArnhemBonaparteExmouth,2007,1081.63186,0.025023343
Meli_lat_ArnhemBonaparteExmouth,2008,1179.627373,0.003703704
Meli_lat_ArnhemBonaparteExmouth,2009,1008.740941,0.017777778
Meli_lat_ArnhemBonaparteExmouth,2010,941.9728199,0.024521073
Meli_lat_ArnhemBonaparteExmouth,2011,897.7466965,0.030555556
Meli_lat_ArnhemBonaparteExmouth,2012,748.4134109,NA
Meli_lat_ArnhemBonaparteExmouth,2013,783.2633295,NA
Meli_lat_ArnhemBonaparteExmouth,2014,817.1929729,NA
Meli_lat_ArnhemBonaparteExmouth,2015,853.8709867,NA
Meli_lat_ArnhemBonaparteExmouth,2016,813.0115847,NA
Meli_lat_ArnhemBonaparteExmouth,2017,931.7414225,NA
Meli_lat_ArnhemBonaparteExmouth,2018,856.8114122,NA
meli_ple,1958,337.1150729,0.990392534
meli_ple,1959,495.9481361,0.980775961
meli_ple,1960,499.1896272,0.974346699
meli_ple,1961,580.2269044,0.966323781
meli_ple,1962,894.6515397,0.958302165
meli_ple,1963,1228.525122,0.935949357
meli_ple,1964,1183.144246,0.918367108
meli_ple,1965,1037.277147,0.916713609
meli_ple,1966,969.2058347,0.940537784
meli_ple,1967,1021.069692,0.957993841
meli_ple,1968,1205.834684,0.996150509
meli_ple,1969,1303.079417,1.01519762
meli_ple,1970,969.2058347,0.906851158
meli_ple,1971,1627.228525,0.957745361
meli_ple,1972,1491.0859,0.983163192
meli_ple,1973,1701.78282,0.991065121
meli_ple,1974,1776.337115,0.943233338
meli_ple,1975,1565.640194,0.785530388
meli_ple,1976,1649.918963,0.759986366
meli_ple,1977,1701.78282,0.791772314
meli_ple,1978,1601.296596,0.777381279
meli_ple,1979,1465.153971,0.759804234
meli_ple,1980,1935.170178,0.751782618
meli_ple,1981,2068.071313,0.71191521
meli_ple,1982,1957.860616,0.641782657
meli_ple,1983,1899.513776,0.595544529
meli_ple,1984,1860.615883,0.539750973
meli_ple,1985,1517.017828,0.506252984
meli_ple,1986,1909.23825,0.522115386
meli_ple,1987,2055.105348,0.579372503
meli_ple,1988,1675.850891,0.579313961
meli_ple,1989,2314.424635,0.564921625
meli_ple,1990,2538.08752,0.579191672
meli_ple,1991,2764.991896,0.555246509
meli_ple,1992,2528.363047,0.569516556
meli_ple,1993,2363.047002,0.536012062
meli_ple,1994,2294.975689,0.556651528
meli_ple,1995,2813.614263,0.570922876
meli_ple,1996,2612.641815,0.553345831
meli_ple,1997,2466.774716,0.521437594
meli_ple,1998,2849.270665,0.540486006
meli_ple,1999,2602.917342,0.51334963
meli_ple,2000,2606.158833,0.592907517
meli_ple,2001,3552.67423,0.578516482
meli_ple,2002,3222.042139,0.578454037
meli_ple,2003,3578.606159,0.578395495
meli_ple,2004,3128.038898,0.554449031
meli_ple,2005,2713.128039,0.536866782
meli_ple,2006,2797.406807,0.546361066
meli_ple,2007,2638.573744,0.637064135
Merl_aus_MalvinasFalklands,1970,824.6635979,NA
Merl_aus_MalvinasFalklands,1971,893.7143777,NA
Merl_aus_MalvinasFalklands,1972,1058.449809,NA
Merl_aus_MalvinasFalklands,1973,1465.849409,NA
Merl_aus_MalvinasFalklands,1974,1613.815366,NA
Merl_aus_MalvinasFalklands,1975,1058.449809,NA
Merl_aus_MalvinasFalklands,1976,1798.279592,NA
Merl_aus_MalvinasFalklands,1977,3097.420691,NA
Merl_aus_MalvinasFalklands,1978,3931.948686,NA
Merl_aus_MalvinasFalklands,1979,4389.656711,NA
Merl_aus_MalvinasFalklands,1980,3478.186419,NA
Merl_aus_MalvinasFalklands,1981,3277.939158,NA
Merl_aus_MalvinasFalklands,1982,3494.955895,NA
Merl_aus_MalvinasFalklands,1983,3524.549085,NA
Merl_aus_MalvinasFalklands,1984,2439.465404,NA
Merl_aus_MalvinasFalklands,1985,3672.515043,NA
Merl_aus_MalvinasFalklands,1986,3567.311247,NA
Merl_aus_MalvinasFalklands,1987,1557.948353,NA
Merl_aus_MalvinasFalklands,1988,1510.606646,109.3598418
Merl_aus_MalvinasFalklands,1989,1586.48822,122.3116363
Merl_aus_MalvinasFalklands,1990,1194.939023,127.7537599
Merl_aus_MalvinasFalklands,1991,656.9965952,113.9662233
Merl_aus_MalvinasFalklands,1992,941.2841995,99.19204024
Merl_aus_MalvinasFalklands,1993,609.3672581,93.6040804
Merl_aus_MalvinasFalklands,1994,271.5690034,81.01585203
Merl_aus_MalvinasFalklands,1995,419.9064583,62.44544944
Merl_aus_MalvinasFalklands,1996,371.5191944,50.29530203
Merl_aus_MalvinasFalklands,1997,324.0244181,42.38594684
Merl_aus_MalvinasFalklands,1998,639.4174315,37.29698409
Merl_aus_MalvinasFalklands,1999,762.291146,37.46321224
Merl_aus_MalvinasFalklands,2000,595.157943,37.71440838
Merl_aus_MalvinasFalklands,2001,389.462599,31.4596271
Merl_aus_MalvinasFalklands,2002,365.9144324,NA
Merl_aus_MalvinasFalklands,2003,444.0006182,NA
Merl_aus_MalvinasFalklands,2004,416.7393328,NA
Merl_aus_MalvinasFalklands,2005,469.0446494,NA
Merl_aus_MalvinasFalklands,2006,1179.42054,NA
Merl_aus_MalvinasFalklands,2007,435.9637179,NA
Merl_aus_MalvinasFalklands,2008,349.9614235,NA
Merl_aus_MalvinasFalklands,2009,477.8114793,NA
Merl_aus_MalvinasFalklands,2010,2155.760942,NA
Merl_aus_MalvinasFalklands,2011,366.3173949,NA
Merl_aus_MalvinasFalklands,2012,402.0907306,NA
Merl_aus_MalvinasFalklands,2013,445.8332489,NA
Merl_aus_MalvinasFalklands,2014,540.4606669,NA
Merl_aus_MalvinasFalklands,2015,712.5927793,NA
Merl_aus_MalvinasFalklands,2016,799.1371831,NA
Merl_aus_MalvinasFalklands,2017,509.7834958,NA
Merl_aus_MalvinasFalklands,2018,846.7600517,NA
Merl_aus_NewZealand,1980,7600.870009,49000
Merl_aus_NewZealand,1981,5732.713305,50100
Merl_aus_NewZealand,1982,3394.056696,52000
Merl_aus_NewZealand,1983,2399.199085,54600
Merl_aus_NewZealand,1984,3052.603101,57600
Merl_aus_NewZealand,1985,2866.519054,60500
Merl_aus_NewZealand,1986,3781.043992,63300
Merl_aus_NewZealand,1987,5257.536965,65700
Merl_aus_NewZealand,1988,5781.425969,67300
Merl_aus_NewZealand,1989,10610.73536,67600
Merl_aus_NewZealand,1990,9115.597743,66400
Merl_aus_NewZealand,1991,10991.9993,64100
Merl_aus_NewZealand,1992,9240.338076,60700
Merl_aus_NewZealand,1993,14862.13399,56500
Merl_aus_NewZealand,1994,8462.067006,51900
Merl_aus_NewZealand,1995,16919.24996,47800
Merl_aus_NewZealand,1996,18183.26662,44900
Merl_aus_NewZealand,1997,15742.07763,43100
Merl_aus_NewZealand,1998,18638.45035,42200
Merl_aus_NewZealand,1999,20637.05926,40600
Merl_aus_NewZealand,2000,18058.08413,38100
Merl_aus_NewZealand,2001,17635.95623,35700
Merl_aus_NewZealand,2002,14590.31113,33500
Merl_aus_NewZealand,2003,23058.55757,31600
Merl_aus_NewZealand,2004,19042.51702,29100
Merl_aus_NewZealand,2005,17080.51206,25700
Merl_aus_NewZealand,2006,14365.92648,23700
Merl_aus_NewZealand,2007,14656.18239,23800
Merl_aus_NewZealand,2008,9053.380476,24400
Merl_aus_NewZealand,2009,14590.76125,24800
Merl_aus_NewZealand,2010,6949.164408,25100
Merl_aus_NewZealand,2011,8647.841342,25200
Merl_aus_NewZealand,2012,9712.079093,24600
Merl_bil_CanadaEastCoast,1952,632.4293972,NA
Merl_bil_CanadaEastCoast,1953,930.4335132,NA
Merl_bil_CanadaEastCoast,1954,1183.598667,NA
Merl_bil_CanadaEastCoast,1955,1702.76769,NA
Merl_bil_CanadaEastCoast,1956,2078.008333,NA
Merl_bil_CanadaEastCoast,1957,2499.422635,NA
Merl_bil_CanadaEastCoast,1958,2297.445006,NA
Merl_bil_CanadaEastCoast,1959,2753.504872,NA
Merl_bil_CanadaEastCoast,1960,2836.880375,NA
Merl_bil_CanadaEastCoast,1961,3715.779842,NA
Merl_bil_CanadaEastCoast,1962,93631.68656,NA
Merl_bil_CanadaEastCoast,1963,517787.3798,NA
Merl_bil_CanadaEastCoast,1964,385748.9158,NA
Merl_bil_CanadaEastCoast,1965,349581.3779,NA
Merl_bil_CanadaEastCoast,1966,215758.8335,NA
Merl_bil_CanadaEastCoast,1967,167986.1062,NA
Merl_bil_CanadaEastCoast,1968,157172.0548,NA
Merl_bil_CanadaEastCoast,1969,256232.6735,NA
Merl_bil_CanadaEastCoast,1970,689981.2017,NA
Merl_bil_CanadaEastCoast,1971,537745.4461,NA
Merl_bil_CanadaEastCoast,1972,485181.1108,NA
Merl_bil_CanadaEastCoast,1973,1110519.529,NA
Merl_bil_CanadaEastCoast,1974,482083.4386,NA
Merl_bil_CanadaEastCoast,1975,529606.5102,NA
Merl_bil_CanadaEastCoast,1976,392499.1339,NA
Merl_bil_CanadaEastCoast,1977,140339.355,NA
Merl_bil_CanadaEastCoast,1978,148899.5694,NA
Merl_bil_CanadaEastCoast,1979,115598.183,NA
Merl_bil_CanadaEastCoast,1980,94516.51299,NA
Merl_bil_CanadaEastCoast,1981,97663.27564,NA
